id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
10076.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Women Large logo tee Black Tshirts
43525.jpg,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,French Connection Women Cream Leggings
36744.jpg,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Little Miss Girls Naughty Pink Top
13093.jpg,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,ADIDAS Men Badge P/O Black Sweaters
4992.jpg,Women,Apparel,Dress,Dresses,Yellow,Summer,2011.0,Casual,Gini and Jony Girl's Sara White Yellow Polka Dot Kidswear
13864.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts
53318.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Locomotive Men Red T-shirt
53744.jpg,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Casual,ADIDAS Women Grey Capris
13404.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Check Green Shirts
15115.jpg,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Formal,Arrow Men TR Finish Navy Blue Trousers
49635.jpg,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2010.0,Casual,Mineral Women Pink Skirt
15788.jpg,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Facit Men String BK Charcoal Briefs
38804.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Joker Men Blue T-shirt
11774.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Printed Green Tshirts
16551.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Basics Men Red Printed T-shirt
57353.jpg,Women,Apparel,Innerwear,Bra,Grey,Winter,2015.0,Casual,Amante Grey Full-Coverage T-shirt Bra BGSI01
9608.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Stripes White Shirts
30607.jpg,Men,Apparel,Bottomwear,Track Pants,Charcoal,Fall,2012.0,Sports,Nike Men Charcoal Track Pants
15772.jpg,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Facit Men Fusion Brie Red Briefs
11584.jpg,Women,Apparel,Topwear,Kurtis,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtis
22336.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,John Players Men Stripes Grey Polo T-Shirt
32391.jpg,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Woman Blue Shirt
57953.jpg,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,Prafful Purple Sari
44578.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Party Jeans
39322.jpg,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Capris
16907.jpg,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Status Quo Men Solid Navy Blue Sweatshirt
28096.jpg,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey MC Men Navy Blue Y Front Briefs 8003
15183.jpg,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Sweaters
50583.jpg,Men,Apparel,Innerwear,Briefs,Grey,Winter,2016.0,Casual,Chromozome Men Grey Pack of 2 Briefs
1604.jpg,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,Reebok Track Pants Women Blue
21148.jpg,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Grey Top
26160.jpg,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men  Navy Blue Trouser
4378.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mickey Men's Joy Polo Heritage Grey T-shirt
39347.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012.0,Casual,Mr. Men Men Purple T-shirt
19324.jpg,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Solid Maroon Sweatshirt
21141.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,s.Oliver Women Solid Purple Top
20299.jpg,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Jealous 21 Women Blue Sweater
15989.jpg,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Turtle Stripes Men White Sweaters
21146.jpg,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Printed Grey Top
53754.jpg,Men,Apparel,Topwear,Sweatshirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Chelsea FC Sweatshirt
4323.jpg,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Ice Cream Aqua Green Kidswear
22754.jpg,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,BIBA Women Solid Navy Blue Kurta
27014.jpg,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Capris
9255.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
16906.jpg,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Status Quo Men Solid Maroon Sweatshirt
37281.jpg,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Women Black Facebook T-shirt
30898.jpg,Women,Apparel,Bottomwear,Salwar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Salwar
16330.jpg,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Peter England Men Solid Brown Trouser
23211.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women Lily Green Kurta
34299.jpg,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Tussar Dupatta
30639.jpg,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Sports,Nike Women Tempo Purple Shorts
42210.jpg,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top
48385.jpg,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue Jeans
9600.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirts
33280.jpg,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
25775.jpg,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders
22339.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,John Players Men Printed Grey T-Shirt
17628.jpg,Men,Apparel,Topwear,Jackets,Charcoal,Fall,2011.0,Casual,ADIDAS Men Solid Grey Jacket
4725.jpg,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Royal Sailing Yellow Teen Kidswear
43701.jpg,Women,Apparel,Topwear,Tops,Maroon,Summer,2012.0,Casual,Remanika Women Maroon Top
1895.jpg,Men,Apparel,Topwear,Sweatshirts,Black,Winter,2010.0,Casual,FIFA Men Full Sleeves Hoody Sweatshirt
36558.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Jack & Jones Men Note Navy Blue T-shirt
9466.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Self Structure White Shirt
4977.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear
27415.jpg,Women,Apparel,Bottomwear,Capris,Black,Winter,2015.0,Casual,Jockey Women Black Relaxed Capris
55809.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Night Suit S11-3186
42244.jpg,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Sepia Women Grey Top
28692.jpg,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,W Women Printed Rust Kurta
50327.jpg,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Printed Kurta
36551.jpg,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Casual,AND by Anita Dongre Women White Tunic
11387.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Shirts
17626.jpg,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Sports,ADIDAS Men Solid White Jacket
58724.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue & White T-shirt
23084.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Navy Blue Check Shirt
11522.jpg,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Sweater
57077.jpg,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Light Blue Jeans
52161.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Pleated Dress
6794.jpg,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Timberland Men's Rugby Stripe Pique Polo Pink T-shirt
11034.jpg,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Tops
6599.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Spykar Women's Mademoiselle Blue T-shirt
44807.jpg,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Spykar Women White Top
28979.jpg,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,Biba Women Black Churidar Kurta with Dupatta
8897.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirt
34146.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Reid & Taylor Men White T-shirt
19408.jpg,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011.0,Casual,ADIDAS Men  Off White Polo Tshirt
11457.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Black Tshirts
36275.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits
49949.jpg,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey Melange,Summer,2016.0,Casual,Hanes Men Grey Melange Shorts
6107.jpg,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Basic V Neck Pink T-shirt
3481.jpg,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Men's Black White Track Pant
17557.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Shirt
26479.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt
57816.jpg,Women,Apparel,Topwear,Tunics,Khaki,Fall,2012.0,Casual,United Colors of Benetton Women Khaki Tunic
20147.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue Shirt
11600.jpg,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas
33762.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Vero Moda Women Viva Pink Top
3426.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Mens Request denied T-shirt
40264.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Striped T-shirt
40432.jpg,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Tonga Women Black Skirt
9772.jpg,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,ADIDAS Men Cress 3sswptch Grey Track Pants
23158.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Printed T-shirt
19667.jpg,Women,Apparel,Topwear,Tops,Lavender,Summer,2011.0,Casual,United Colors of Benetton Women Solid Lavender Top
32227.jpg,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Fabindia Women Red Cotton Printed Kurta
36217.jpg,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Gini Jony Girls Pink Shorts
36819.jpg,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Vishudh Women Beige Kurta
31456.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Trainning Black T-shirt
11051.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Check White Shirts
22048.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta
8450.jpg,Women,Apparel,Topwear,Tops,Peach,Fall,2011.0,Casual,Jealous 21 Women Jealous Paris Black Top Black Tops
2956.jpg,Women,Apparel,Topwear,Tops,Yellow,Fall,2010.0,Casual,DUSG Women Rishikesh Organic Wheat Top
3884.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Star Flag Print Grey Melange T-shirt
18748.jpg,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,Arrow Woman Beige Top
3087.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Mens  T-shirt
41141.jpg,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Allen Solly Woman Blue Dress
57023.jpg,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Jockey MC Men Brown Rio Briefs 8033
13737.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Belmonte Men Check Black Shirts
22070.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Floral Printed Blue Kurta
6506.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Badge White T-shirt
34585.jpg,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,Tonga Women Green Dress
14743.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Arrow Men Stripes Purple Slim Fit Shirt
36245.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Blue Mr. Forgetful T-shirt
17931.jpg,Men,Apparel,Bottomwear,Tights,Black,Summer,2012.0,Sports,Nike Men Training Black Tights
42559.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta
14318.jpg,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Men Stripes Grey Sweaters
13337.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Stripes Green Tshirts
5777.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Blue Floral Top
40494.jpg,Women,Apparel,Bottomwear,Leggings,Brown,Summer,2012.0,Casual,Femella Women Brown Leggings
30717.jpg,Boys,Apparel,Apparel Set,Kurta Sets,Green,Summer,2012.0,Ethnic,Fabindia Boys Green Dhoti Angarakha Sets
24773.jpg,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Casual,Nike Women Training Grey Track Pants
53048.jpg,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
16217.jpg,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Lifestyle  Grey Track Pant
58805.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,Highlander Men Blue & White Check Shirt
7815.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Striped Polo T-shirt
10789.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Manitoba Piping Red Shirts
50865.jpg,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green & Purple Crepe Printed Sari
39455.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta
2335.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Reebok Men Blue Polo T-shirt
6795.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Timberland Men Vintage Rugged Green Shirt
22228.jpg,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Little Miss Women Sunshine Yellow T-shirt
19465.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Quiksilver Men Navy Blue Check Shirt
59984.jpg,Women,Apparel,Dress,Dresses,Purple,Fall,2012.0,Party,Avirate Women Purple Dress
13736.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts
1984.jpg,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women Graphic White T-shirt
43628.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Vero Moda Women Black Top
29667.jpg,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt
40059.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White T-shirt
37937.jpg,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Mineral Women Purple Dress
33752.jpg,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women White & Pink Top
30916.jpg,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Fabindia Women Red Kurti
23965.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Green Printed T-shirt
16423.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Printed Grey Tshirts
22616.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Nike Men Red T-shirt
38976.jpg,Women,Apparel,Bottomwear,Tights,Black,Summer,2012.0,Casual,Latin Quarters Black Tights
47047.jpg,Women,Apparel,Bottomwear,Salwar,Purple,Summer,2012.0,Ethnic,Shree Women & Cream Jodhpuri Salwar
18575.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Ghetto Halftone White T-shirt
53024.jpg,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
3285.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Green T-shirt
20958.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,s.Oliver Men Solid Grey Tshirt
26293.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
14735.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Shirts
29022.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,ADIDAS Men Aess Crew White T-shirt
3862.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Wrangler Men's Authentic Embro Orange T-shirt
9756.jpg,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Ikon Maroon Polo Tshirts
50442.jpg,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Chromozome Men Blue Pack of 2 Briefs
24395.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
33746.jpg,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Bale Green Top
26260.jpg,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Proline Men Grey Track Pants
18937.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Graphic Print Purple Tshirt
11086.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirt
29819.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Checked Slim Fit Shirt
17181.jpg,Men,Apparel,Topwear,Shirts,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Blue Shirt
9793.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue White Stripes Shirts
25840.jpg,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta
50641.jpg,Men,Apparel,Innerwear,Innerwear Vests,Grey,Winter,2016.0,Casual,Chromozome Men Grey Innerwear Vest
36498.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Folklore Women Green Kurta
59707.jpg,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Avirate Black Brief
41966.jpg,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Black T-shirt
51368.jpg,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans
58675.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,ALayna Women Multi Coloured Kurta
7201.jpg,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women White Pink Lady With The Hat Top
39219.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Animal Printed Kaftan Top
58216.jpg,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012.0,Ethnic,Shree Women Multi Coloured Patiala
34959.jpg,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige & Rust Sari
49963.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,Hanes Men Black Pack of 3 T-shirt
59301.jpg,Men,Apparel,Topwear,Shirts,Olive,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Olive Shirt
33940.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,ADIDAS Men Orange T-shirt
40270.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue T-shirt
12065.jpg,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Printed Navy Blue Kurtas
9305.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Indian Terrain Men Montez Yellow T-shirt
13947.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts
45959.jpg,Women,Apparel,Topwear,Tops,Black,Fall,2012.0,Casual,Tokyo Talkies Women Black Top
17189.jpg,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
39414.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Smart Casual,U.S. Polo Assn. Men Blue & White Checked Tailored Fit Smart Casual Shirt
34565.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
22632.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Printed Black T-shirt
52121.jpg,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Doodle Boys Navy Blue Printed T-Shirt
22064.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta
40622.jpg,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Floral Printed Pink Kurta
36266.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits
3206.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Super Heros Blue T-shirt
34393.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Skull Gambling T-shirt
8848.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Blue Striped Shirt
47030.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Shree Women Blue Printed Kurta
4818.jpg,Men,Apparel,Bottomwear,Shorts,Black,Fall,2012.0,Sports,ADIDAS Men's Team Bermuda Black White Short
54081.jpg,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Mumbai Slang Women Red Kurti
8613.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Polo T-Shirt
11472.jpg,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Winter Printed Top
18739.jpg,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Tigi Purple Top
12667.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Probase Men Check Blue Shirts
11732.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Lee Men Printed Black Tshirts
51486.jpg,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Denizen Men Brown Trousers
51815.jpg,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch Black Bra
9475.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue Check Shirt
6253.jpg,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Women's Shakira Sunshine T-shirt
58701.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,ALayna Women Printed White Kurta
55822.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White & Pink Printed Night Suit S11-3231
30480.jpg,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women Tease Pink Bra
53314.jpg,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,Locomotive Men Grey Melange T-shirt
10073.jpg,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Puma Women cat line tee Purple Tshirts
27098.jpg,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Aneri Women Joy Green Kurti
14088.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Men Black Polo Tshirts
42261.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
17894.jpg,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Levis Men Pack of 3 Innerwear Vest
34018.jpg,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Black Printed T-shirt
